Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season,all_nba_1st_team
Chuck Nevitt,C,27,DET,41,267,10.3,.517,.000,.381,14.9,18.4,16.7,1.9,1.2,6.5,22.2,14.3,,0.0,0.5,0.5,.088,,-5.7,2.3,-3.4,-0.1,1987,0
Kurt Nimphius,PF,28,TOT,66,1088,9.6,.511,.012,.364,7.7,11.3,9.4,3.2,0.9,2.8,14.1,16.4,,0.1,0.7,0.7,.033,,-3.7,-0.5,-4.2,-0.6,1987,0
Kurt Nimphius,PF,28,LAC,38,811,9.4,.507,.012,.349,7.3,11.0,9.0,3.2,0.9,2.9,13.9,16.6,,-0.1,0.4,0.3,.017,,-3.9,-0.8,-4.7,-0.6,1987,0
Kurt Nimphius,PF,28,DET,28,277,10.1,.521,.013,.410,8.8,12.1,10.5,3.3,0.7,2.7,14.8,15.8,,0.1,0.3,0.5,.080,,-2.9,0.3,-2.6,0.0,1987,0
Charles Oakley,PF,23,CHI,82,2980,14.2,.493,.029,.339,11.2,30.1,20.4,14.3,1.4,0.7,19.8,21.3,,-1.1,4.6,3.5,.056,,-1.7,-0.3,-2.0,0.0,1987,0
Hakeem Olajuwon*,C,24,HOU,75,2760,23.8,.554,.004,.428,12.7,21.3,17.1,12.6,2.4,5.3,12.6,26.8,,4.9,6.0,10.9,.189,,3.1,2.7,5.8,5.4,1987,1
Mark Olberding,PF,30,SAC,76,1002,8.8,.570,.006,.794,5.4,14.8,10.1,11.1,0.9,0.5,20.1,11.1,,1.0,0.5,1.5,.070,,-2.8,0.1,-2.7,-0.2,1987,0
Jawann Oldham,C,29,NYK,44,776,8.5,.434,.006,.328,7.3,18.7,12.9,3.3,1.4,5.3,19.4,13.3,,-0.9,0.9,0.0,-0.001,,-4.7,1.1,-3.6,-0.3,1987,0
Robert Parish*,C,33,BOS,80,2995,17.7,.588,.001,.292,10.4,20.7,16.0,8.0,1.0,2.7,13.8,19.7,,4.6,4.5,9.2,.147,,0.9,0.3,1.2,2.4,1987,0
Sam Perkins,PF,25,DAL,80,2687,15.9,.545,.056,.309,8.1,16.5,12.4,7.4,1.9,1.6,10.8,18.5,,4.2,3.3,7.5,.134,,0.6,0.6,1.2,2.2,1987,0
Jim Petersen,PF,24,HOU,82,2403,12.7,.545,.005,.277,8.2,17.1,12.7,7.4,0.9,2.4,15.2,17.0,,1.4,3.3,4.7,.095,,-1.7,0.5,-1.3,0.5,1987,0
Ben Poquette,PF,31,TOT,58,604,10.8,.569,.033,.410,5.4,12.8,9.1,7.7,0.7,3.2,12.7,11.1,,0.7,0.7,1.4,.110,,-2.1,1.5,-0.6,0.2,1987,0
Ben Poquette,PF,31,CLE,37,437,10.4,.570,.037,.476,5.0,14.0,9.5,8.5,0.7,2.8,14.6,10.6,,0.4,0.5,0.9,.104,,-2.1,1.7,-0.4,0.2,1987,0
Ben Poquette,PF,31,CHI,21,167,11.9,.569,.025,.275,6.7,9.7,8.2,5.8,0.9,4.3,8.2,12.3,,0.3,0.2,0.4,.127,,-1.9,0.9,-1.0,0.0,1987,0
Kurt Rambis,PF,28,LAL,78,1514,12.6,.584,.000,.502,12.6,20.2,16.6,5.0,2.3,1.5,21.4,13.0,,1.3,2.6,3.9,.123,,-1.5,0.8,-0.6,0.5,1987,0
Blair Rasmussen,C,24,DEN,74,1421,15.5,.525,.000,.405,12.7,22.2,17.2,5.6,0.8,2.3,10.5,20.3,,1.9,1.4,3.3,.111,,-1.1,-1.9,-3.0,-0.4,1987,0
Fred Roberts,PF,26,BOS,73,1079,10.7,.596,.011,.567,6.2,13.1,9.9,7.3,1.0,1.0,20.9,16.8,,0.6,1.1,1.8,.078,,-2.6,-0.7,-3.3,-0.4,1987,0
Cliff Robinson,PF,26,PHI,55,1586,15.1,.503,.005,.252,6.4,15.6,11.1,9.0,2.7,1.1,13.2,24.7,,0.1,2.0,2.1,.064,,-1.3,-0.2,-1.5,0.2,1987,0
Johnny Rogers,PF,23,SAC,45,468,10.5,.493,.027,.081,7.0,11.0,9.0,8.0,0.9,1.0,9.5,18.1,,0.2,0.2,0.4,.041,,-2.7,-1.5,-4.2,-0.3,1987,0
Tree Rollins,C,31,ATL,75,1764,12.0,.576,.000,.278,9.6,20.3,15.0,1.6,1.2,4.8,14.8,9.6,,1.7,3.2,4.9,.134,,-1.3,2.4,1.0,1.4,1987,0
Dan Roundfield,PF,33,WSB,36,669,10.6,.473,.023,.327,10.0,17.1,13.5,8.1,0.8,1.3,16.3,18.1,,-0.1,0.7,0.6,.042,,-2.5,-0.8,-3.2,-0.2,1987,0
Jeff Ruland,PF,28,PHI,5,116,16.1,.706,.000,.429,12.2,15.5,13.9,12.8,0.0,2.0,23.1,15.7,,0.2,0.1,0.3,.132,,1.8,-0.1,1.7,0.1,1987,0
John Salley,C,22,DET,82,1463,11.9,.590,.003,.590,8.2,13.4,10.9,4.7,1.4,4.9,16.8,12.2,,1.4,2.4,3.8,.124,,-2.1,3.0,0.9,1.1,1987,0
Ralph Sampson*,PF,26,HOU,43,1326,15.4,.518,.005,.334,7.4,23.2,15.4,13.6,1.5,2.5,16.3,23.9,,-0.2,2.4,2.2,.078,,-1.6,1.2,-0.4,0.5,1987,0
Danny Schayes,C,27,DEN,76,1556,13.4,.607,.000,.726,7.6,18.7,12.8,6.7,0.6,2.7,15.1,15.5,,2.6,1.3,3.9,.121,,-2.0,-0.3,-2.3,-0.1,1987,0
Russ Schoene,PF,26,SEA,63,579,6.2,.411,.068,.242,9.8,12.3,11.0,6.0,1.6,1.1,16.7,17.1,,-0.6,0.4,-0.2,-0.018,,-4.9,-1.0,-6.0,-0.6,1987,0
Brad Sellers,PF,24,CHI,80,1751,13.4,.498,.017,.285,9.8,14.4,12.1,8.4,1.3,2.3,11.0,18.5,,1.4,2.0,3.3,.091,,-1.4,-0.5,-1.9,0.1,1987,0
Jack Sikma*,C,31,MIL,82,2536,16.0,.533,.002,.372,9.0,27.3,18.0,11.1,1.7,2.2,14.0,18.4,,2.7,4.7,7.4,.141,,-0.1,1.2,1.1,2.0,1987,0
Larry Smith,PF,29,GSW,80,2374,14.2,.561,.002,.362,16.7,25.7,21.1,5.2,1.4,1.4,17.6,13.0,,2.7,2.7,5.4,.109,,-0.2,-0.8,-1.1,0.6,1987,0
Mike Smrek,C,24,LAL,35,233,5.0,.535,.000,.417,6.7,10.7,8.8,2.6,0.8,3.1,21.1,15.7,,-0.1,0.3,0.1,.031,,-7.8,0.5,-7.3,-0.3,1987,0
Steve Stipanovich,C,26,IND,81,2761,15.9,.582,.005,.483,7.1,19.6,13.3,9.0,1.9,2.1,12.4,15.9,,4.6,4.4,9.0,.156,,0.2,1.6,1.8,2.6,1987,0
Roy Tarpley,PF,22,DAL,75,1405,15.2,.501,.006,.279,14.1,26.7,20.5,5.0,1.9,3.2,15.3,19.1,,0.6,2.5,3.1,.105,,-2.3,0.4,-1.9,0.0,1987,0
LaSalle Thompson,C,25,SAC,82,2166,15.7,.528,.007,.339,11.9,22.8,17.3,7.8,1.5,3.3,14.2,18.6,,2.0,2.5,4.5,.100,,-0.9,0.4,-0.4,0.8,1987,0
Mychal Thompson,PF,32,TOT,82,1890,13.9,.506,.003,.373,8.1,16.1,12.0,8.5,1.1,2.1,12.6,22.6,,0.8,1.8,2.6,.066,,-1.5,-1.1,-2.6,-0.3,1987,0
Mychal Thompson,PF,32,SAS,49,1210,14.6,.492,.002,.371,8.0,17.6,12.6,10.2,1.2,1.9,11.1,22.9,,0.6,1.0,1.6,.063,,-0.9,-0.9,-1.8,0.1,1987,0
Mychal Thompson,PF,32,LAL,33,680,12.6,.531,.004,.375,8.3,13.6,11.1,5.4,1.0,2.5,15.4,22.1,,0.2,0.8,1.0,.071,,-2.7,-1.3,-4.0,-0.3,1987,0
Bob Thornton,PF,24,NYK,33,282,4.1,.468,.015,.299,7.1,15.3,11.1,3.8,0.7,0.6,24.0,14.8,,-0.4,0.2,-0.3,-0.044,,-6.4,-1.5,-7.9,-0.4,1987,0
Otis Thorpe,PF,24,SAC,82,2956,18.0,.600,.003,.517,9.5,20.8,15.1,9.7,0.7,1.1,12.8,20.0,,6.8,2.1,9.0,.146,,1.8,-0.6,1.2,2.4,1987,0
Wayman Tisdale,PF,22,IND,81,2159,16.3,.558,.002,.408,10.8,13.3,12.0,8.3,1.1,0.7,11.7,23.0,,3.2,2.3,5.6,.124,,0.4,-1.0,-0.6,0.7,1987,0
Jeff Turner,PF,24,NJN,76,1003,9.1,.510,.003,.320,9.0,13.1,11.0,8.6,1.6,0.8,17.9,18.2,,-0.1,0.8,0.6,.031,,-3.7,-0.2,-3.9,-0.5,1987,0
Melvin Turpin,C,26,CLE,64,801,13.0,.491,.000,.210,8.4,17.2,12.8,6.5,0.7,2.8,13.6,23.1,,-0.3,1.0,0.8,.046,,-2.7,-0.6,-3.4,-0.3,1987,0
Nick Vanos,C,23,PHO,57,640,9.1,.457,.013,.373,12.0,19.5,15.8,8.4,1.4,2.1,20.7,14.7,,-0.4,0.7,0.3,.024,,-3.9,-0.1,-4.1,-0.3,1987,0
Pete Verhoeven,PF,27,IND,5,44,5.2,.357,.000,.000,4.9,12.6,8.7,6.0,2.2,1.4,0.0,13.3,,0.0,0.1,0.0,.040,,-7.3,0.0,-7.3,-0.1,1987,0
Granville Waiters,C,26,CHI,44,534,6.5,.438,.011,.097,7.9,10.6,9.2,5.3,0.9,3.5,14.2,8.9,,0.0,0.6,0.5,.049,,-4.4,1.2,-3.2,-0.2,1987,0
Bill Walton*,C,34,BOS,10,112,5.6,.429,.000,.577,12.1,18.5,15.6,9.7,0.4,5.0,31.5,18.1,,-0.3,0.2,-0.1,-0.047,,-6.4,2.3,-4.1,-0.1,1987,0
Chris Washburn,C,21,GSW,35,385,5.4,.394,.007,.352,10.1,18.7,14.4,5.6,0.7,1.2,18.9,21.6,,-1.1,0.3,-0.8,-0.100,,-6.5,-2.5,-9.0,-0.7,1987,0
Marvin Webster,C,34,MIL,15,102,10.7,.599,.053,.421,12.9,15.5,14.2,3.8,1.4,4.2,26.2,12.2,,0.0,0.2,0.2,.095,,-2.7,0.2,-2.6,0.0,1987,0
Bill Wennington,C,23,DAL,58,560,7.9,.496,.015,.455,10.4,14.4,12.5,5.3,1.1,1.0,19.8,14.3,,0.0,0.5,0.5,.045,,-4.1,-0.6,-4.7,-0.4,1987,0
Mark West,C,26,CLE,78,1333,11.5,.550,.005,.449,10.2,17.2,13.7,4.5,0.8,3.4,18.7,17.0,,0.1,1.8,1.9,.068,,-3.7,0.7,-3.0,-0.4,1987,0
Jerome Whitehead,C,30,GSW,73,937,10.8,.495,.003,.346,12.7,17.9,15.3,3.5,0.8,0.7,11.7,18.4,,0.5,0.6,1.2,.059,,-3.3,-2.4,-5.6,-0.9,1987,0
Eddie Lee Wilkins,PF,24,NYK,24,454,7.0,.456,.008,.457,11.0,15.5,13.2,1.8,1.0,0.3,15.5,16.6,,-0.4,0.3,-0.1,-0.012,,-5.1,-2.6,-7.7,-0.7,1987,0
Buck Williams,PF,26,NJN,82,2976,17.6,.616,.001,.628,12.2,26.4,19.3,6.4,1.2,1.8,19.0,20.0,,4.3,3.6,7.9,.127,,0.9,-0.5,0.5,1.9,1987,0
Herb Williams,PF,28,IND,74,2526,14.1,.521,.010,.286,6.1,17.6,11.7,10.0,1.1,2.2,12.1,19.9,,1.3,3.4,4.7,.090,,-0.7,0.6,-0.2,1.1,1987,0
Hot Rod Williams,PF,24,CLE,80,2714,16.2,.544,.001,.446,8.8,16.1,12.5,8.3,1.0,3.4,11.5,17.9,,3.8,3.7,7.5,.132,,0.5,0.9,1.4,2.3,1987,0
Pete Williams,PF,21,DEN,5,10,2.2,.500,.000,.000,0.0,11.2,5.2,11.8,0.0,0.0,33.3,11.5,,0.0,0.0,0.0,-0.072,,-5.3,-1.9,-7.2,0.0,1987,0
Kevin Willis,PF,24,ATL,81,2626,17.4,.570,.004,.319,13.3,21.6,17.5,3.5,1.2,1.4,13.1,20.6,,4.4,4.2,8.6,.156,,0.8,-0.5,0.3,1.5,1987,0
Brad Wright,PF,24,NYK,14,138,11.2,.446,.022,.609,20.2,23.0,21.6,1.0,1.1,2.5,18.2,21.6,,-0.2,0.1,0.0,-0.013,,-3.7,-2.9,-6.5,-0.2,1987,0
Kareem Abdul-Jabbar*,C,40,LAL,80,2308,15.8,.570,.001,.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,,2.6,2.7,5.3,.111,,-0.1,0.1,0.0,1.2,1988,0
Mark Acres,C,25,BOS,79,1151,9.3,.570,.000,.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,,1.1,1.0,2.2,.090,,-2.6,-0.2,-2.8,-0.2,1988,0
Alvan Adams,C,33,PHO,82,1646,13.1,.543,.004,.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,,0.6,1.6,2.2,.064,,-1.5,1.0,-0.5,0.6,1988,0
Mark Alarie,PF,24,WSB,63,769,11.6,.508,.060,.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,,0.3,0.6,0.9,.058,,-1.9,-1.3,-3.2,-0.2,1988,0
Greg Anderson,PF,23,SAS,82,1984,14.7,.531,.007,.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,,0.8,1.5,2.3,.056,,-1.6,-1.1,-2.7,-0.4,1988,0
Richard Anderson,PF,27,TOT,74,1350,11.1,.474,.342,.175,7.3,17.0,12.1,10.4,1.8,0.7,11.4,15.6,,0.7,1.6,2.3,.082,,-0.7,0.1,-0.6,0.5,1988,0
Richard Anderson,PF,27,HOU,12,53,22.9,.567,.577,.192,17.8,15.7,16.8,11.2,0.9,0.0,3.4,22.1,,0.2,0.1,0.3,.253,,10.0,-1.3,8.8,0.1,1988,0
Richard Anderson,PF,27,POR,62,1297,10.7,.468,.327,.174,6.8,17.0,11.9,10.4,1.8,0.7,11.9,15.4,,0.4,1.6,2.0,.075,,-1.1,0.2,-1.0,0.3,1988,0
James Bailey,PF,30,PHO,65,869,8.3,.514,.017,.369,9.4,17.9,13.6,6.2,0.9,1.9,20.0,16.4,,-0.2,0.6,0.4,.023,,-5.1,-0.7,-5.7,-0.8,1988,0
Charles Barkley*,PF,24,PHI,80,3170,27.6,.665,.122,.741,14.0,20.8,17.4,14.1,1.6,1.9,15.2,26.7,,13.4,3.3,16.7,.253,,7.3,0.1,7.4,7.5,1988,0
William Bedford,C,24,DET,38,298,9.0,.454,.000,.228,10.4,13.9,12.2,1.8,1.3,3.3,14.6,18.2,,-0.2,0.5,0.2,.039,,-4.4,0.6,-3.8,-0.1,1988,0
Benoit Benjamin,C,23,LAC,66,2171,14.1,.534,.012,.368,5.3,21.2,13.0,12.2,1.1,5.9,21.7,19.3,,-1.4,3.5,2.0,.045,,-2.8,2.8,-0.1,1.0,1988,0
Kent Benson,C,33,CLE,2,12,11.8,.868,.000,1.000,0.0,9.6,4.9,0.0,4.1,4.9,41.0,17.4,,0.0,0.0,0.0,.015,,-6.3,2.4,-3.9,0.0,1988,0
Uwe Blab,C,25,DAL,73,658,7.4,.504,.000,.492,8.7,13.3,11.1,6.9,0.6,2.5,23.4,13.2,,-0.1,0.6,0.5,.036,,-4.7,0.3,-4.5,-0.4,1988,0
Manute Bol,C,25,WSB,77,1136,10.8,.472,.006,.297,7.0,20.2,13.5,1.5,0.5,10.6,15.8,8.0,,-0.1,2.1,2.0,.085,,-3.4,4.5,1.1,0.9,1988,0
Randy Breuer,C,27,MIL,81,2258,15.3,.530,.000,.363,9.5,18.0,13.7,6.7,1.0,2.8,10.5,19.0,,2.4,2.8,5.1,.109,,-0.1,0.0,-0.1,1.1,1988,0
Frank Brickowski,C,28,SAS,70,2227,16.0,.584,.006,.434,8.0,15.5,11.7,16.0,1.5,0.9,17.8,20.7,,3.0,1.1,4.1,.088,,0.3,-0.9,-0.6,0.8,1988,0
Mike Brown,C,24,CHI,46,591,10.0,.480,.006,.408,12.9,17.9,15.4,6.5,0.9,0.4,15.6,17.7,,0.0,0.7,0.7,.058,,-3.9,-1.6,-5.5,-0.5,1988,0
Michael Cage,PF,26,LAC,72,2660,16.4,.537,.001,.619,14.3,23.5,18.8,6.2,1.6,1.2,14.1,17.3,,2.9,3.8,6.7,.121,,0.0,-0.6,-0.6,0.9,1988,0
Antoine Carr,PF,26,ATL,80,1483,15.5,.590,.008,.352,7.0,14.7,10.8,10.2,1.3,3.4,16.3,20.2,,2.0,1.8,3.8,.122,,-1.0,1.3,0.3,0.9,1988,0
Joe Barry Carroll,C,29,TOT,77,2004,13.6,.477,.002,.244,6.9,18.9,12.9,8.3,1.2,3.0,13.8,23.8,,-1.1,2.7,1.6,.039,,-2.2,0.1,-2.2,-0.1,1988,0
Joe Barry Carroll,C,29,GSW,14,408,11.8,.449,.005,.354,5.6,20.2,12.7,6.8,1.5,3.6,15.1,28.2,,-0.8,0.4,-0.4,-0.048,,-4.2,-0.8,-5.0,-0.3,1988,0
Joe Barry Carroll,C,29,HOU,63,1596,14.0,.486,.001,.211,7.2,18.6,13.0,8.7,1.1,2.8,13.4,22.7,,-0.4,2.4,2.0,.061,,-1.7,0.3,-1.5,0.2,1988,0
Bill Cartwright,C,30,NYK,82,1676,17.8,.639,.000,.807,8.4,18.1,13.1,7.5,1.2,1.6,15.9,20.6,,4.3,2.1,6.4,.183,,1.5,0.5,2.0,1.7,1988,0
Terry Catledge,PF,24,WSB,70,1610,14.7,.542,.003,.402,12.4,15.2,13.8,5.9,1.0,0.3,12.8,20.2,,2.0,1.5,3.5,.103,,0.0,-1.6,-1.6,0.1,1988,0
Tom Chambers,PF,28,SEA,82,2680,16.8,.526,.080,.380,5.5,15.3,10.3,11.9,1.6,1.2,11.6,27.0,,3.7,2.7,6.4,.114,,0.8,-0.8,0.0,1.3,1988,0
Ben Coleman,PF,26,TOT,70,1498,12.0,.555,.007,.408,8.8,18.5,13.5,6.4,1.4,1.6,19.2,18.6,,0.4,1.4,1.8,.058,,-2.8,-0.3,-3.1,-0.4,1988,0
Ben Coleman,PF,26,NJN,27,657,13.2,.536,.008,.350,9.9,21.0,15.2,9.4,2.1,1.5,20.6,22.4,,-0.2,0.8,0.6,.041,,-3.1,0.0,-3.2,-0.2,1988,0
Ben Coleman,PF,26,PHI,43,841,11.0,.575,.005,.474,8.0,16.5,12.2,4.0,0.9,1.8,17.6,15.7,,0.6,0.6,1.2,.071,,-2.6,-0.6,-3.1,-0.2,1988,0
Dallas Comegys,PF,23,NJN,75,1122,9.5,.487,.003,.413,5.4,17.5,11.3,8.6,1.6,3.8,21.3,20.5,,-1.6,1.3,-0.3,-0.012,,-5.0,0.9,-4.2,-0.6,1988,0
Jeff Cook,PF,31,PHO,33,359,5.7,.358,.017,.475,11.5,21.8,16.6,4.5,1.2,1.3,16.4,9.7,,-0.2,0.3,0.1,.017,,-4.6,-0.8,-5.4,-0.3,1988,0
Wayne Cooper,C,31,DEN,45,865,11.7,.477,.004,.248,11.5,21.7,16.4,4.2,0.6,6.2,16.5,16.1,,-0.2,1.4,1.2,.068,,-3.9,0.7,-3.2,-0.3,1988,0
Dave Corzine,C,31,CHI,80,2328,13.6,.514,.013,.214,8.4,17.5,13.0,9.2,0.8,2.5,12.2,16.4,,1.9,3.0,4.9,.101,,-0.4,0.1,-0.3,1.0,1988,0
Pat Cummings,PF,31,NYK,62,946,9.6,.495,.003,.261,9.6,19.1,14.2,5.6,1.0,0.7,16.0,17.5,,0.0,1.1,1.1,.055,,-3.2,-0.5,-3.7,-0.4,1988,0
Terry Cummings,PF,26,MIL,76,2629,17.4,.516,.002,.292,7.9,15.8,11.8,11.6,1.5,1.0,9.8,27.9,,2.2,2.9,5.2,.094,,0.7,-0.7,-0.1,1.3,1988,0
Earl Cureton,PF,30,LAC,69,1128,9.2,.443,.010,.203,8.8,17.0,12.8,8.1,1.4,1.8,14.7,14.3,,-0.6,1.3,0.7,.029,,-4.1,0.2,-4.0,-0.6,1988,0
Brad Daugherty,C,22,CLE,79,2957,16.2,.563,.002,.488,6.2,19.9,13.2,17.3,0.8,1.1,16.9,22.8,,3.0,3.6,6.6,.107,,0.7,-0.1,0.5,1.9,1988,0
Darryl Dawkins,C,31,TOT,6,33,-9.5,.321,.000,1.667,6.8,9.4,8.1,7.7,0.0,3.5,31.0,28.1,,-0.3,0.0,-0.2,-0.313,,-20.1,-1.1,-21.2,-0.2,1988,0
Darryl Dawkins,C,31,UTA,4,26,-10.6,.244,.000,1.714,8.6,11.9,10.3,4.5,0.0,2.2,24.6,25.6,,-0.2,0.0,-0.2,-0.314,,-19.1,-2.8,-22.0,-0.1,1988,0
Darryl Dawkins,C,31,DET,2,7,-5.7,.602,.000,1.500,0.0,0.0,0.0,19.5,0.0,8.4,47.5,37.5,,-0.1,0.0,0.0,-0.307,,-23.7,5.5,-18.2,0.0,1988,0
James Donaldson,C,30,DAL,81,2523,12.4,.616,.000,.497,10.8,21.5,16.3,3.4,0.8,2.4,19.6,9.4,,3.0,3.3,6.2,.119,,-0.4,0.4,0.0,1.3,1988,0
Greg Dreiling,C,25,IND,20,74,10.5,.598,.000,1.529,4.5,20.6,12.6,8.8,1.3,3.2,27.9,22.5,,0.0,0.1,0.1,.048,,-6.7,1.5,-5.2,-0.1,1988,0
Kevin Duckworth,C,23,POR,78,2223,14.9,.561,.000,.474,10.9,17.1,14.0,4.1,0.6,0.8,13.9,22.6,,3.0,2.1,5.2,.112,,-0.8,-2.0,-2.8,-0.4,1988,0
Chris Dudley,C,22,CLE,55,513,12.1,.505,.000,.518,17.5,15.7,16.5,6.3,1.2,2.2,15.6,16.6,,0.3,0.7,1.0,.093,,-2.4,-0.6,-3.1,-0.1,1988,0
Mark Eaton,C,31,UTA,82,2731,9.5,.457,.000,.353,9.5,18.3,14.1,2.5,0.7,6.4,17.3,11.3,,-1.1,5.2,4.1,.072,,-3.8,2.0,-1.8,0.1,1988,0
James Edwards,C,32,TOT,69,1705,12.1,.519,.002,.499,7.8,19.3,13.6,6.4,0.4,1.3,14.2,21.9,,0.3,1.2,1.5,.042,,-2.3,-1.8,-4.1,-0.9,1988,0
James Edwards,C,32,PHO,43,1377,12.4,.513,.002,.480,7.9,19.6,13.7,7.4,0.5,1.3,14.1,22.6,,0.0,0.8,0.8,.029,,-2.1,-1.9,-4.0,-0.7,1988,0
James Edwards,C,32,DET,26,328,10.7,.551,.000,.604,7.7,18.3,13.1,2.1,0.3,0.9,14.7,19.0,,0.3,0.4,0.7,.098,,-3.4,-1.2,-4.6,-0.2,1988,0
Chris Engler,C,28,NJN,54,399,7.1,.498,.000,.398,9.0,19.9,14.2,5.2,1.1,0.9,21.9,14.0,,-0.2,0.3,0.2,.022,,-5.3,-0.7,-6.0,-0.4,1988,0
Patrick Ewing*,C,25,NYK,82,2546,21.9,.594,.003,.402,10.7,20.0,15.2,8.3,2.0,6.0,17.1,26.8,,3.4,4.7,8.1,.154,,1.9,2.4,4.2,4.0,1988,0
Dave Feitl,C,25,GSW,70,1128,10.7,.495,.010,.332,8.0,25.5,16.5,6.6,0.6,0.5,15.8,19.7,,-0.4,0.7,0.3,.011,,-3.1,-2.6,-5.7,-1.1,1988,0
Tellis Frank,PF,22,GSW,78,1597,10.2,.483,.002,.366,6.4,16.8,11.5,9.6,1.6,0.8,14.2,19.4,,-0.3,0.9,0.6,.018,,-3.9,-1.2,-5.1,-1.2,1988,0
Armen Gilliam,PF,23,PHO,55,1807,12.9,.506,.000,.268,8.3,18.8,13.5,5.6,1.5,0.9,13.3,20.9,,-0.1,1.4,1.3,.035,,-1.7,-1.7,-3.4,-0.6,1988,0
Artis Gilmore*,C,38,TOT,71,893,8.4,.558,.000,.707,9.6,17.8,13.9,3.0,0.8,2.0,22.0,14.6,,-0.1,1.0,0.9,.048,,-4.5,-0.8,-5.3,-0.7,1988,0
Artis Gilmore*,C,38,CHI,24,372,6.0,.525,.000,.463,4.7,14.7,9.7,3.2,0.7,1.9,22.5,14.3,,-0.3,0.4,0.1,.013,,-5.7,-0.2,-5.9,-0.4,1988,0
Artis Gilmore*,C,38,BOS,47,521,10.2,.581,.000,.901,13.1,20.0,16.8,2.9,0.9,2.0,21.7,14.8,,0.2,0.5,0.8,.073,,-3.7,-1.2,-4.9,-0.4,1988,0
Mike Gminski,C,28,TOT,81,2961,16.8,.526,.002,.348,9.5,22.7,15.9,7.4,1.1,2.4,12.0,21.0,,3.4,3.0,6.5,.105,,0.7,-0.5,0.1,1.6,1988,0
Mike Gminski,C,28,NJN,34,1194,15.8,.524,.004,.350,7.7,23.9,15.5,7.3,1.1,1.7,13.2,22.3,,0.7,1.3,1.9,.077,,-0.3,-0.6,-0.8,0.3,1988,0
Mike Gminski,C,28,PHI,47,1767,17.5,.527,.000,.347,10.7,21.8,16.2,7.4,1.0,2.9,11.1,20.2,,2.8,1.8,4.5,.123,,1.3,-0.5,0.8,1.2,1988,0
Horace Grant,PF,22,CHI,81,1827,13.0,.530,.004,.359,9.8,18.2,14.0,6.7,1.4,1.7,12.8,15.8,,1.6,2.6,4.2,.111,,-1.8,0.1,-1.7,0.2,1988,0
Stuart Gray,C,24,IND,74,807,9.9,.498,.005,.378,9.6,24.3,17.0,7.2,0.7,2.3,18.2,14.4,,0.0,1.2,1.1,.067,,-3.9,0.6,-3.3,-0.3,1988,0
A.C. Green,PF,24,LAL,82,2636,14.5,.581,.003,.592,11.1,19.1,15.3,4.5,1.6,1.0,12.9,14.7,,4.5,3.4,7.9,.144,,0.4,-0.1,0.3,1.5,1988,0
Sidney Green,PF,27,NYK,82,2049,10.3,.480,.003,.325,12.0,24.3,17.9,6.3,1.5,1.0,18.1,16.2,,-0.4,3.1,2.7,.063,,-3.1,-0.1,-3.2,-0.6,1988,0
Dave Greenwood,PF,30,SAS,45,1236,10.8,.511,.006,.338,8.0,18.4,13.1,9.6,1.2,1.0,16.4,14.4,,0.5,0.6,1.1,.043,,-2.1,-1.0,-3.1,-0.3,1988,0
Claude Gregory,PF,29,LAC,23,313,12.8,.447,.007,.269,12.1,20.4,16.1,8.4,1.4,2.4,12.8,22.3,,-0.3,0.4,0.1,.011,,-3.2,-0.8,-4.0,-0.2,1988,0
Pétur Guðmundsson,C,29,SAS,69,1017,12.9,.574,.004,.518,9.8,24.7,17.2,10.6,0.8,3.3,23.1,17.3,,0.5,0.9,1.4,.064,,-3.0,0.3,-2.7,-0.2,1988,0
Scott Hastings,PF,27,ATL,55,403,10.8,.586,.146,.329,7.4,19.4,13.4,5.1,1.0,1.5,13.0,11.3,,0.6,0.5,1.0,.125,,-1.8,0.4,-1.4,0.1,1988,0
Dave Hoppen,C,23,TOT,39,642,11.4,.528,.005,.339,9.8,20.6,15.1,6.7,1.0,0.5,15.0,15.6,,0.5,0.4,0.8,.061,,-2.5,-2.2,-4.8,-0.5,1988,0
Dave Hoppen,C,23,MIL,3,35,8.2,.446,.000,.273,12.9,9.7,11.3,7.8,0.0,0.0,14.0,17.2,,0.0,0.0,0.0,.023,,-3.5,-3.7,-7.2,0.0,1988,0
Dave Hoppen,C,23,GSW,36,607,11.5,.533,.006,.343,9.6,21.3,15.3,6.6,1.0,0.6,15.0,15.5,,0.5,0.3,0.8,.063,,-2.5,-2.2,-4.7,-0.4,1988,0
Marc Iavaroni,PF,31,UTA,81,1238,8.6,.518,.006,.321,8.5,14.5,11.6,7.0,0.9,1.2,19.1,14.4,,0.0,1.7,1.7,.064,,-3.5,0.0,-3.5,-0.5,1988,0
