Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,all_nba_1st_team
David Wear,PF,24,SAC,2,0,7,0.0,10.3,.000,0.0,5.1,.000,0.0,5.1,.000,0.0,0.0,,10.3,0.0,10.3,5.1,0.0,0.0,0.0,5.1,0.0,2015,0
David West,PF,34,IND,66,66,1895,6.1,13.0,.471,0.1,0.4,.200,6.1,12.7,.479,2.3,3.1,.739,2.1,6.5,8.5,4.2,0.9,0.9,2.3,3.0,14.6,2015,0
Hassan Whiteside,C,25,MIA,48,32,1142,7.7,12.2,.628,0.0,0.0,,7.7,12.2,.628,2.5,4.9,.500,4.6,10.6,15.2,0.2,0.9,3.9,1.8,4.1,17.8,2015,0
Shayne Whittington,PF,23,IND,20,0,108,6.3,14.0,.452,0.3,2.0,.167,6.0,12.0,.500,6.0,7.7,.783,3.3,6.3,9.7,2.0,1.7,0.7,1.7,6.0,19.0,2015,0
Derrick Williams,PF,23,SAC,74,6,1462,5.3,11.9,.447,1.2,3.8,.314,4.1,8.1,.511,3.3,4.8,.684,1.0,4.0,5.0,1.2,0.8,0.1,1.4,1.6,15.2,2015,0
Marvin Williams,PF,28,CHO,78,37,2035,3.7,8.8,.424,1.7,4.7,.358,2.0,4.1,.500,1.1,1.5,.713,1.0,5.8,6.8,1.8,1.2,0.6,1.1,2.6,10.2,2015,0
Jeff Withey,C,24,NOP,37,0,259,4.4,8.9,.500,0.0,0.0,,4.4,8.9,.500,4.7,6.9,.680,3.2,5.7,8.9,1.5,0.6,2.5,1.7,3.6,13.6,2015,0
Brandan Wright,PF,27,TOT,75,7,1449,5.8,9.0,.642,0.0,0.1,.000,5.8,8.9,.647,1.9,2.8,.696,3.2,4.8,8.0,1.0,1.2,2.3,0.8,2.5,13.5,2015,0
Brandan Wright,PF,27,DAL,27,0,505,7.2,9.6,.748,0.0,0.0,,7.2,9.6,.748,2.6,3.4,.750,3.6,4.2,7.8,0.7,1.2,3.0,0.9,3.1,17.0,2015,0
Brandan Wright,PF,27,BOS,8,0,86,5.0,8.8,.571,0.0,0.0,,5.0,8.8,.571,0.8,1.7,.500,2.9,4.2,7.1,3.3,0.4,2.1,2.1,1.7,10.9,2015,0
Brandan Wright,PF,27,PHO,40,7,858,5.0,8.7,.580,0.0,0.1,.000,5.0,8.6,.588,1.7,2.5,.667,2.9,5.2,8.1,1.0,1.3,2.0,0.7,2.3,11.7,2015,0
Thaddeus Young,PF,26,TOT,76,68,2434,6.7,14.3,.466,0.6,1.7,.330,6.1,12.6,.484,1.9,3.0,.655,1.9,4.2,6.1,2.6,1.8,0.4,1.7,2.5,15.8,2015,0
Thaddeus Young,PF,26,MIN,48,48,1605,6.5,14.4,.451,0.4,1.5,.292,6.1,12.9,.469,2.0,2.9,.682,1.7,3.8,5.5,3.0,1.9,0.4,1.7,2.6,15.4,2015,0
Thaddeus Young,PF,26,BRK,28,20,829,7.0,14.2,.495,0.8,2.2,.380,6.2,12.0,.516,1.9,3.1,.606,2.3,5.0,7.2,1.7,1.7,0.3,1.8,2.4,16.8,2015,0
Cody Zeller,C,22,CHO,62,45,1487,4.2,9.0,.461,0.0,0.0,1.000,4.1,9.0,.460,3.1,4.0,.774,2.3,6.4,8.8,2.4,0.8,1.2,1.5,3.8,11.4,2015,0
Tyler Zeller,C,25,BOS,82,59,1731,7.1,12.9,.549,0.0,0.0,,7.1,12.9,.549,3.2,3.9,.823,3.0,6.6,9.7,2.4,0.4,1.1,1.6,4.3,17.3,2015,0
Quincy Acy,PF,25,SAC,59,29,876,4.9,8.8,.556,0.8,2.0,.388,4.1,6.8,.606,2.1,2.8,.735,2.7,5.1,7.7,1.1,1.2,1.0,1.1,4.2,12.6,2016,0
Steven Adams,C,22,OKC,80,80,2014,4.7,7.6,.613,0.0,0.0,,4.7,7.6,.613,2.0,3.5,.582,3.9,5.6,9.5,1.1,0.8,1.6,1.5,4.0,11.4,2016,0
Alexis Ajinça,C,27,NOP,59,17,861,6.3,13.2,.476,0.0,0.0,.000,6.3,13.1,.478,2.2,2.6,.839,3.1,8.1,11.2,1.3,0.8,1.5,2.3,5.6,14.7,2016,0
Cole Aldrich,C,27,LAC,60,5,800,6.0,10.1,.596,0.0,0.0,,6.0,10.1,.596,2.7,3.8,.714,3.9,9.1,13.0,2.3,2.1,3.1,2.9,6.3,14.8,2016,0
LaMarcus Aldridge,PF,30,SAS,74,74,2261,8.5,16.6,.513,0.0,0.3,.000,8.5,16.4,.521,4.1,4.8,.858,2.8,7.3,10.1,1.8,0.6,1.3,1.6,2.4,21.2,2016,0
Cliff Alexander,PF,20,POR,8,0,36,5.0,10.0,.500,0.0,0.0,,5.0,10.0,.500,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,2.0,1.0,1.0,10.0,2016,0
Lavoy Allen,PF,26,IND,79,28,1599,4.3,8.3,.516,0.0,0.0,,4.3,8.3,.516,1.0,1.6,.630,3.6,5.9,9.5,1.7,0.6,0.9,1.6,3.3,9.6,2016,0
Lou Amundson,PF,33,NYK,29,0,204,3.4,9.4,.358,0.0,0.0,,3.4,9.4,.358,2.5,4.8,.519,4.1,4.6,8.6,2.1,1.1,1.2,2.6,7.8,9.2,2016,0
Chris Andersen,C,37,TOT,27,15,402,3.4,6.4,.528,0.4,1.3,.286,3.0,5.2,.586,2.2,3.2,.694,3.2,5.6,8.8,1.1,1.3,1.2,0.8,2.6,9.4,2016,0
Chris Andersen,C,37,MIA,7,1,36,4.0,10.0,.400,2.0,5.0,.400,2.0,5.0,.400,3.0,4.0,.750,3.0,6.0,9.0,3.0,1.0,3.0,2.0,4.0,13.0,2016,0
Chris Andersen,C,37,MEM,20,14,366,3.3,6.1,.548,0.2,0.9,.222,3.1,5.2,.604,2.2,3.1,.688,3.2,5.5,8.8,0.9,1.4,1.0,0.7,2.5,9.0,2016,0
Ryan Anderson,PF,27,NOP,66,7,2008,7.1,16.7,.427,2.3,6.4,.366,4.8,10.2,.466,3.6,4.1,.873,2.3,4.8,7.1,1.3,0.7,0.4,1.6,2.0,20.2,2016,0
Joel Anthony,C,33,DET,19,0,96,2.3,3.7,.600,0.0,0.0,,2.3,3.7,.600,2.3,3.0,.750,3.0,4.9,7.9,0.4,0.7,4.5,0.7,5.6,6.8,2016,0
Darrell Arthur,PF,27,DEN,70,16,1516,5.2,11.6,.452,1.1,2.8,.385,4.2,8.8,.473,0.9,1.3,.755,2.0,4.9,7.0,2.3,1.3,1.1,1.6,4.4,12.5,2016,0
Ömer Aşık,C,29,NOP,68,64,1178,3.2,6.0,.533,0.0,0.0,,3.2,6.0,.533,1.9,3.4,.545,3.7,9.0,12.7,0.8,0.6,0.7,1.8,3.8,8.2,2016,0
Jeff Ayres,C,28,LAC,17,0,107,4.0,7.7,.522,0.0,0.3,.000,4.0,7.4,.545,2.0,2.0,1.000,1.3,6.1,7.4,1.7,0.0,1.0,2.0,6.1,10.1,2016,0
Cameron Bairstow,C,25,CHI,18,2,103,4.5,14.0,.325,0.3,1.7,.200,4.2,12.2,.343,2.4,2.8,.875,1.4,8.4,9.8,2.1,0.7,1.0,1.4,6.6,11.9,2016,0
Andrea Bargnani,C,30,BRK,46,0,634,7.2,15.8,.455,0.2,0.9,.188,7.0,14.9,.471,2.7,3.2,.825,1.6,3.9,5.5,1.0,0.2,0.5,1.5,3.5,17.3,2016,0
Brandon Bass,PF,30,LAL,66,0,1342,4.7,8.5,.549,0.0,0.1,.000,4.7,8.5,.552,3.4,4.0,.845,2.8,4.9,7.6,2.0,0.9,1.5,1.1,3.4,12.7,2016,0
Aron Baynes,C,29,DET,81,1,1233,5.7,11.2,.505,0.0,0.1,.000,5.7,11.2,.508,3.7,4.8,.764,4.1,7.1,11.2,1.5,0.6,1.5,2.0,4.4,15.0,2016,0
Michael Beasley,PF,27,HOU,20,0,363,10.6,20.3,.522,0.3,0.9,.333,10.3,19.4,.531,3.8,4.9,.776,2.9,6.8,9.7,1.6,1.1,0.9,2.4,3.9,25.3,2016,0
Anthony Bennett,PF,22,TOR,19,0,84,3.4,11.6,.296,1.3,6.0,.214,2.1,5.6,.385,3.9,4.3,.900,2.6,7.3,9.9,0.0,2.1,0.0,1.7,3.4,12.0,2016,0
Bismack Biyombo,C,23,TOR,82,22,1808,3.1,5.7,.542,0.0,0.0,.000,3.1,5.7,.544,2.8,4.5,.628,3.6,9.4,13.0,0.6,0.4,2.6,1.4,4.5,9.0,2016,0
Nemanja Bjelica,PF,27,MIN,60,0,1075,3.7,7.9,.468,1.6,4.2,.384,2.1,3.7,.564,1.3,1.8,.727,1.6,5.4,7.0,2.8,0.9,0.7,1.6,5.2,10.3,2016,0
Tarik Black,C,24,LAL,39,0,496,4.1,7.5,.548,0.0,0.0,,4.1,7.5,.548,1.4,3.3,.422,3.2,8.2,11.4,1.2,1.0,1.3,1.6,5.7,9.7,2016,0
DeJuan Blair,C,26,WAS,29,0,218,4.6,11.2,.412,0.0,0.2,.000,4.6,11.1,.418,0.8,2.1,.385,3.3,6.1,9.4,1.8,1.3,0.3,2.5,8.8,10.1,2016,0
Andrew Bogut,C,31,GSW,70,66,1451,4.3,6.9,.627,0.0,0.0,1.000,4.3,6.9,.626,0.6,1.2,.480,3.0,9.2,12.2,4.0,0.8,2.8,2.1,5.5,9.3,2016,0
Matt Bonner,C,35,SAS,30,2,206,5.1,10.0,.509,2.6,5.9,.441,2.4,4.0,.609,0.5,0.7,.750,0.5,4.2,4.7,1.6,1.0,0.2,0.5,2.8,13.3,2016,0
Trevor Booker,PF,28,UTA,79,2,1632,4.2,8.6,.490,0.3,0.9,.293,3.9,7.7,.513,1.6,2.3,.670,3.7,6.3,10.0,1.9,1.3,0.9,1.8,3.7,10.2,2016,0
Chris Bosh,PF,31,MIA,53,53,1778,7.2,15.5,.467,1.6,4.5,.365,5.6,11.0,.508,4.3,5.4,.795,1.0,6.9,7.9,2.6,0.7,0.7,1.6,2.0,20.4,2016,0
Elton Brand,C,36,PHI,17,1,225,5.0,11.5,.431,0.0,0.2,.000,5.0,11.4,.437,1.3,1.4,.889,1.4,8.6,10.1,2.9,1.4,1.3,1.8,5.1,11.2,2016,0
Clint Capela,C,21,HOU,77,35,1471,5.7,9.7,.582,0.0,0.0,.000,5.7,9.7,.583,2.0,5.2,.379,4.7,7.3,12.1,1.2,1.4,2.3,1.5,4.6,13.3,2016,0
Omri Casspi,PF,27,SAC,69,21,1880,5.7,11.9,.481,2.1,5.2,.409,3.6,6.7,.537,2.0,3.0,.648,1.1,6.7,7.9,1.8,1.1,0.3,1.8,2.9,15.6,2016,0
Willie Cauley-Stein,C,22,SAC,66,39,1412,4.9,8.6,.563,0.0,0.1,.000,4.9,8.6,.567,2.1,3.2,.648,3.4,5.6,9.0,0.9,1.2,1.7,1.2,3.7,11.8,2016,0
Tyson Chandler,C,33,PHO,66,60,1618,4.1,7.0,.583,0.0,0.0,.000,4.1,7.0,.585,2.4,3.8,.620,3.9,8.9,12.8,1.4,0.8,1.0,2.1,3.2,10.5,2016,0
Rakeem Christmas,PF,24,IND,1,0,6,12.0,12.0,1.000,0.0,0.0,,12.0,12.0,1.000,0.0,0.0,,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,24.0,2016,0
Nick Collison,PF,35,OKC,59,4,699,2.6,5.6,.459,0.0,0.1,.000,2.6,5.5,.467,1.2,1.7,.697,3.5,5.3,8.8,2.7,0.8,0.8,2.6,5.5,6.3,2016,0
Chris Copeland,PF,31,MIL,24,1,156,3.9,11.8,.333,2.3,8.3,.278,1.6,3.5,.467,1.4,1.6,.857,0.2,2.1,2.3,2.5,0.5,0.0,1.4,3.9,11.5,2016,0
DeMarcus Cousins,C,25,SAC,65,65,2246,9.6,21.3,.451,1.1,3.4,.333,8.5,18.0,.473,7.6,10.6,.718,2.5,9.4,12.0,3.4,1.6,1.5,4.0,3.8,28.0,2016,0
Anthony Davis,C,22,NOP,61,61,2164,9.3,18.9,.493,0.6,1.8,.324,8.7,17.1,.511,5.4,7.2,.758,2.2,8.3,10.4,1.9,1.3,2.1,2.0,2.5,24.6,2016,0
Ed Davis,PF,26,POR,81,0,1684,4.4,7.2,.611,0.0,0.0,,4.4,7.2,.611,2.4,4.4,.559,4.8,8.0,12.8,1.9,1.2,1.5,1.4,4.3,11.2,2016,0
Branden Dawson,PF,22,LAC,6,0,29,2.5,6.2,.400,0.0,0.0,,2.5,6.2,.400,1.2,1.2,1.000,2.5,2.5,5.0,0.0,0.0,1.2,0.0,2.5,6.2,2016,0
Dewayne Dedmon,C,26,ORL,58,20,705,5.1,9.0,.559,0.0,0.0,,5.1,9.0,.559,2.9,3.9,.750,3.4,8.2,11.6,0.7,1.1,2.3,1.6,5.6,13.0,2016,0
Sam Dekker,PF,21,HOU,3,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,2016,0
Luol Deng,PF,30,MIA,74,73,2394,5.1,11.2,.455,1.3,3.8,.344,3.8,7.4,.513,2.2,2.9,.755,1.6,5.0,6.7,2.1,1.1,0.4,1.2,1.8,13.7,2016,0
Boris Diaw,PF,33,SAS,76,4,1386,5.2,9.9,.527,0.6,1.8,.362,4.6,8.2,.564,1.5,2.0,.737,1.5,4.5,6.1,4.6,0.7,0.5,2.5,2.6,12.6,2016,0
Gorgui Dieng,C,26,MIN,82,39,2220,5.0,9.4,.532,0.1,0.3,.300,4.9,9.1,.540,3.3,4.0,.827,2.5,6.9,9.5,2.3,1.5,1.6,2.3,3.6,13.4,2016,0
Andre Drummond,C,22,DET,81,81,2666,7.5,14.3,.521,0.0,0.1,.333,7.4,14.2,.522,2.8,7.9,.355,5.3,10.8,16.2,0.9,1.6,1.5,2.1,3.3,17.7,2016,0
Jared Dudley,PF,30,WAS,81,41,2098,4.0,8.4,.478,1.7,4.1,.420,2.3,4.3,.534,1.2,1.7,.735,0.9,4.0,4.9,2.9,1.3,0.3,1.4,3.3,10.9,2016,0
Tim Duncan*,C,39,SAS,61,60,1536,5.0,10.3,.488,0.0,0.0,.000,5.0,10.3,.490,2.2,3.1,.702,2.7,7.8,10.5,3.8,1.1,1.8,2.1,2.9,12.2,2016,0
Festus Ezeli,C,26,GSW,46,13,770,5.8,10.7,.548,0.0,0.0,,5.8,10.7,.548,3.3,6.2,.530,4.3,7.8,12.0,1.5,0.8,2.3,1.8,4.4,15.0,2016,0
Kenneth Faried,PF,26,DEN,67,64,1694,7.4,13.3,.558,0.0,0.0,.500,7.4,13.3,.558,2.9,4.7,.613,5.0,7.4,12.3,1.7,0.7,1.3,1.9,3.6,17.7,2016,0
Derrick Favors,PF,24,UTA,62,59,1983,7.6,14.7,.515,0.0,0.1,.000,7.6,14.7,.518,3.3,4.6,.709,3.1,6.1,9.1,1.7,1.3,1.7,1.9,2.7,18.4,2016,0
Cristiano Felício,C,23,CHI,31,4,321,4.5,8.1,.556,0.0,0.4,.000,4.5,7.6,.588,2.8,3.9,.714,3.4,8.1,11.4,2.9,0.7,1.5,1.5,3.5,11.8,2016,0
Channing Frye,PF-C,32,TOT,70,32,1200,4.6,10.4,.438,2.7,7.0,.387,1.8,3.4,.545,0.9,1.0,.857,1.0,6.0,7.0,2.1,0.9,0.8,1.3,3.8,12.7,2016,0
Channing Frye,PF,32,ORL,44,29,754,3.9,8.9,.435,2.3,5.8,.397,1.6,3.1,.508,0.9,1.0,.905,1.1,5.6,6.7,2.1,1.0,1.0,1.4,3.4,10.9,2016,0
Channing Frye,C,32,CLE,26,3,446,5.7,13.0,.441,3.5,9.2,.377,2.3,3.8,.596,0.9,1.1,.786,1.0,6.5,7.5,2.1,0.6,0.6,1.0,4.5,15.8,2016,0
Kevin Garnett*,PF,39,MIN,38,38,556,3.5,7.4,.470,0.0,0.1,.000,3.5,7.4,.474,0.9,1.4,.667,1.0,8.7,9.7,4.0,1.8,0.6,1.0,4.5,7.9,2016,0
Marc Gasol,C,31,MEM,52,52,1791,6.6,14.2,.464,0.0,0.1,.667,6.6,14.2,.463,4.1,4.9,.829,1.2,6.1,7.3,3.9,1.0,1.4,2.4,2.8,17.3,2016,0
Pau Gasol,C,35,CHI,72,72,2291,7.3,15.6,.469,0.4,1.1,.348,7.0,14.6,.478,3.6,4.5,.792,2.4,10.0,12.5,4.6,0.7,2.3,2.6,2.3,18.7,2016,0
Taj Gibson,PF,30,CHI,73,55,1936,4.9,9.3,.526,0.0,0.1,.000,4.9,9.2,.529,1.9,2.7,.692,3.8,5.5,9.4,2.0,0.9,1.4,1.5,3.3,11.7,2016,0
Rudy Gobert,C,23,UTA,61,60,1932,3.7,6.6,.559,0.0,0.0,,3.7,6.6,.559,3.0,5.3,.569,3.9,8.6,12.4,1.7,0.8,2.5,2.1,3.0,10.4,2016,0
Drew Gooden,PF,34,WAS,30,0,305,3.9,12.2,.320,0.8,4.8,.171,3.1,7.3,.419,1.1,1.7,.643,3.3,6.7,10.0,1.5,0.9,1.3,1.5,4.7,9.7,2016,0
Aaron Gordon,PF,20,ORL,78,37,1863,5.3,11.2,.473,0.8,2.7,.296,4.5,8.4,.531,2.5,3.7,.668,3.0,6.8,9.8,2.5,1.1,1.1,1.3,3.0,13.9,2016,0
Marcin Gortat,C,31,WAS,75,74,2256,6.9,12.2,.567,0.0,0.0,.000,6.9,12.2,.567,2.3,3.3,.705,3.5,8.3,11.8,1.7,0.7,1.5,1.9,3.1,16.1,2016,0
Jerami Grant,PF,21,PHI,77,52,2066,4.4,10.4,.419,0.6,2.5,.240,3.8,7.9,.477,3.7,5.6,.658,1.7,4.6,6.3,2.4,0.9,2.2,1.9,3.7,13.1,2016,0
Draymond Green,PF,25,GSW,81,81,2808,5.1,10.5,.490,1.3,3.3,.388,3.9,7.2,.537,2.9,4.2,.696,1.7,8.1,9.9,7.7,1.5,1.4,3.3,3.1,14.5,2016,0
JaMychal Green,PF,25,MEM,78,15,1446,5.7,12.3,.465,0.4,1.1,.333,5.4,11.2,.478,2.6,3.4,.752,3.5,5.8,9.3,1.7,1.1,0.8,2.1,4.7,14.4,2016,0
Blake Griffin,PF,26,LAC,35,35,1170,9.3,18.6,.499,0.2,0.6,.333,9.1,18.0,.504,4.3,6.0,.727,1.6,7.5,9.0,5.2,0.9,0.5,2.6,2.9,23.0,2016,0
Tyler Hansbrough,PF,30,CHO,44,0,343,3.4,7.5,.451,0.2,0.3,.667,3.1,7.1,.441,4.0,6.8,.585,4.2,5.1,9.3,0.8,1.3,0.7,1.3,5.8,10.9,2016,0
Justin Harper,PF,26,DET,5,0,35,4.1,10.3,.400,4.1,9.3,.444,0.0,1.0,.000,1.0,2.1,.500,0.0,1.0,1.0,0.0,1.0,0.0,2.1,3.1,13.4,2016,0
Montrezl Harrell,PF,22,HOU,39,1,379,5.5,8.5,.644,0.0,0.1,.000,5.5,8.5,.652,2.3,4.4,.522,2.4,3.8,6.2,1.6,1.0,1.0,1.6,4.6,13.3,2016,0
Tobias Harris,PF,23,TOT,76,74,2513,6.0,12.7,.469,1.1,3.4,.335,4.8,9.3,.518,2.9,3.5,.831,1.4,5.9,7.3,2.4,0.9,0.6,1.5,2.2,16.0,2016,0
Tobias Harris,PF,23,ORL,49,49,1610,5.6,12.1,.464,1.1,3.4,.311,4.6,8.7,.523,2.7,3.4,.784,1.6,6.1,7.6,2.2,1.1,0.6,1.7,2.0,15.0,2016,0
Tobias Harris,PF,23,DET,27,25,903,6.6,13.9,.477,1.3,3.5,.375,5.3,10.4,.512,3.3,3.6,.911,1.0,5.7,6.7,2.8,0.7,0.5,1.2,2.5,17.8,2016,0
Udonis Haslem,PF,35,MIA,37,0,260,3.2,8.4,.377,0.1,1.2,.111,3.0,7.2,.423,1.7,2.2,.750,1.4,9.0,10.4,1.9,0.7,0.3,0.7,3.5,8.2,2016,0
Spencer Hawes,PF,27,CHO,57,6,1035,4.3,10.6,.405,1.3,3.5,.373,3.0,7.1,.422,1.9,2.3,.831,1.8,6.7,8.5,3.8,0.8,0.9,2.0,3.9,11.8,2016,0
Chuck Hayes,C,32,HOU,2,0,24,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,3.0,3.0,1.000,0.0,12.0,12.0,3.0,0.0,0.0,4.5,9.0,6.0,2016,0
John Henson,C,25,MIL,57,1,960,6.1,10.9,.564,0.0,0.0,.000,6.1,10.9,.566,2.6,4.4,.590,3.3,5.0,8.3,2.0,0.7,4.1,2.4,4.9,14.9,2016,0
Roy Hibbert,C,29,LAL,81,81,1878,3.5,7.9,.443,0.0,0.0,.000,3.5,7.8,.445,2.2,2.8,.807,2.5,5.1,7.6,1.8,0.6,2.1,1.5,4.8,9.2,2016,0
J.J. Hickson,C,27,TOT,35,9,436,6.6,12.8,.516,0.0,0.1,.000,6.6,12.7,.519,3.8,8.5,.447,3.2,7.7,10.9,1.9,1.2,1.2,2.1,3.9,17.0,2016,0
J.J. Hickson,C,27,DEN,20,9,305,6.5,12.9,.505,0.0,0.0,,6.5,12.9,.505,3.2,7.0,.458,2.6,7.7,10.3,1.9,1.2,1.4,1.9,4.1,16.2,2016,0
J.J. Hickson,C,27,WAS,15,0,131,6.9,12.6,.543,0.0,0.3,.000,6.9,12.4,.556,5.2,12.1,.432,4.7,7.7,12.4,1.9,1.4,0.5,2.5,3.3,19.0,2016,0
Nenê,PF,33,WAS,57,11,1094,6.9,12.6,.544,0.0,0.1,.000,6.9,12.5,.549,3.5,6.1,.578,1.7,6.8,8.5,3.2,1.8,0.9,2.5,5.1,17.3,2016,0
Jordan Hill,C,28,IND,73,11,1513,6.6,13.1,.506,0.0,0.0,.000,6.6,13.0,.507,2.1,3.0,.712,3.7,7.0,10.7,2.1,0.9,0.9,2.2,3.7,15.3,2016,0
Ryan Hollins,C,31,TOT,37,12,460,3.8,6.2,.620,0.0,0.0,,3.8,6.2,.620,2.0,3.3,.619,3.7,4.0,7.7,0.8,0.5,1.6,1.9,4.9,9.7,2016,0
Ryan Hollins,C,31,WAS,5,3,48,3.0,5.2,.571,0.0,0.0,,3.0,5.2,.571,0.0,0.0,,5.2,3.0,8.2,0.0,0.0,0.7,2.3,3.0,6.0,2016,0
Ryan Hollins,C,31,MEM,32,9,412,3.9,6.3,.625,0.0,0.0,,3.9,6.3,.625,2.3,3.7,.619,3.5,4.1,7.6,0.9,0.5,1.7,1.8,5.1,10.1,2016,0
Richaun Holmes,PF,22,PHI,51,1,702,5.8,11.4,.514,0.4,2.3,.182,5.4,9.1,.596,2.6,3.8,.689,3.2,3.7,6.9,1.7,1.0,2.1,1.6,4.7,14.7,2016,0
Al Horford,C,29,ATL,82,82,2631,7.2,14.3,.505,1.2,3.5,.344,6.0,10.8,.557,1.4,1.8,.798,2.0,6.1,8.2,3.6,0.9,1.7,1.5,2.2,17.1,2016,0
Dwight Howard,C,30,HOU,71,71,2280,5.9,9.5,.620,0.0,0.1,.000,5.9,9.4,.626,3.7,7.5,.489,3.8,9.4,13.2,1.5,1.1,1.8,2.6,3.5,15.4,2016,0
Josh Huestis,PF,24,OKC,5,0,55,3.3,7.9,.417,2.6,3.9,.667,0.7,3.9,.167,0.0,2.6,.000,1.3,5.2,6.5,0.0,0.7,1.3,2.0,2.0,9.2,2016,0
Kris Humphries,PF,30,TOT,53,17,835,5.2,12.7,.410,1.5,4.7,.315,3.8,8.1,.465,2.9,3.6,.798,2.5,6.9,9.4,1.6,0.7,1.0,1.6,4.1,14.8,2016,0
Kris Humphries,PF,30,WAS,28,14,466,4.9,12.2,.405,1.8,5.2,.343,3.2,7.0,.451,2.2,2.4,.935,2.0,6.9,8.9,1.2,0.2,1.1,1.5,3.2,13.9,2016,0
Kris Humphries,PF,30,PHO,4,3,74,4.9,17.5,.278,1.5,4.9,.300,3.4,12.6,.269,2.9,3.9,.750,5.4,10.2,15.6,3.4,1.5,1.0,1.9,3.9,14.1,2016,0
Kris Humphries,PF,30,ATL,21,0,295,5.7,12.3,.465,1.0,3.8,.258,4.8,8.5,.557,3.9,5.5,.711,2.4,6.2,8.7,1.6,1.2,0.9,1.7,5.4,16.4,2016,0
Serge Ibaka,PF,26,OKC,78,78,2500,6.0,12.5,.479,0.9,2.6,.326,5.1,9.9,.520,1.3,1.7,.752,2.0,5.6,7.7,1.0,0.5,2.1,1.6,3.0,14.2,2016,0
Ersan İlyasova,PF,28,TOT,74,56,1881,5.4,12.7,.424,1.8,5.0,.371,3.5,7.7,.458,2.1,2.9,.721,2.8,5.0,7.7,1.3,1.0,0.6,1.4,3.3,14.7,2016,0
Ersan İlyasova,PF,28,DET,52,52,1434,5.4,12.8,.425,2.0,5.4,.363,3.5,7.4,.471,2.0,2.7,.725,2.5,4.6,7.1,1.4,1.0,0.7,1.5,3.0,14.8,2016,0
Ersan İlyasova,PF,28,ORL,22,4,447,5.2,12.3,.418,1.4,3.5,.409,3.7,8.8,.422,2.6,3.6,.711,3.6,6.1,9.7,1.0,1.1,0.5,1.0,4.1,14.3,2016,0
Al Jefferson,C,31,CHO,47,18,1096,8.0,16.6,.485,0.0,0.0,,8.0,16.6,.485,2.4,3.6,.649,1.9,8.0,9.9,2.3,1.0,1.3,1.1,3.8,18.5,2016,0
Cory Jefferson,PF,25,PHO,8,0,50,6.5,15.8,.409,0.0,0.7,.000,6.5,15.1,.429,2.9,4.3,.667,4.3,7.2,11.5,0.0,0.0,0.7,0.0,5.8,15.8,2016,0
Jonas Jerebko,PF,28,BOS,78,0,1176,3.6,8.8,.413,1.3,3.3,.398,2.3,5.4,.421,1.9,2.4,.782,2.4,6.5,8.8,1.9,0.6,0.7,1.6,4.2,10.4,2016,0
Amir Johnson,PF,28,BOS,79,76,1800,5.0,8.5,.585,0.2,0.9,.233,4.8,7.7,.624,1.4,2.4,.570,3.6,6.5,10.1,2.8,1.0,1.7,1.9,4.3,11.5,2016,0
James Johnson,PF,28,TOR,57,32,926,4.4,9.3,.475,0.8,2.6,.303,3.7,6.8,.540,1.5,2.6,.574,1.1,3.8,4.9,2.6,1.1,1.3,2.1,3.3,11.2,2016,0
Nikola Jokić,C,20,DEN,80,55,1733,6.4,12.5,.512,0.6,1.7,.333,5.8,10.7,.541,3.2,3.9,.811,3.8,7.9,11.6,3.9,1.6,1.0,2.2,4.3,16.5,2016,0
Terrence Jones,PF,24,HOU,50,11,1044,5.7,12.7,.452,0.9,2.7,.316,4.9,9.9,.490,2.7,4.0,.664,2.1,5.1,7.3,1.4,0.8,1.3,1.7,3.0,15.0,2016,0
DeAndre Jordan,C,27,LAC,77,77,2598,4.9,7.0,.703,0.0,0.0,.000,4.9,7.0,.704,3.7,8.6,.430,3.7,11.0,14.7,1.2,0.7,2.5,1.5,2.9,13.6,2016,1
Chris Kaman,C,33,POR,16,2,112,6.4,13.8,.465,0.3,1.3,.250,6.1,12.5,.487,1.0,1.0,1.000,2.3,5.5,7.7,3.5,0.3,0.3,2.6,4.8,14.1,2016,0
Frank Kaminsky,C,22,CHO,81,3,1708,4.5,11.1,.410,1.4,4.3,.337,3.1,6.8,.455,2.3,3.1,.730,1.5,5.6,7.1,2.1,0.8,0.9,1.2,2.7,12.8,2016,0
Enes Kanter,C,23,OKC,82,1,1721,8.7,15.0,.576,0.2,0.4,.476,8.5,14.6,.579,4.2,5.3,.797,5.2,8.7,13.9,0.7,0.5,0.7,2.4,3.5,21.7,2016,0
Sasha Kaun,C,30,CLE,25,0,95,3.4,6.4,.529,0.0,0.0,,3.4,6.4,.529,1.9,4.2,.455,4.5,5.3,9.9,1.1,1.5,1.9,2.7,4.2,8.7,2016,0
